"Dataset","Type","KC","Intercept","Slope_time","Slope_opp"
"ds115","KC","response_seaside","1.02529656243753","-0.00844068723976184",-0.0110208198923464
"ds115","KC","response_shang4bian1","-2.45468920871747","0.00680906061614393",0.250127556756994
"ds115","KC","response_shao3","-0.365444217820672","0.000708951440246709",0.0439755537416316
"ds115","KC","response_shen2me","-1.86696290351781","0.00572856979311502",0.189636011259097
"ds115","KC","response_sheng1huo2","-3.20614207105947","0.00765790843397745",0.355954466118077
"ds115","KC","response_sheng1ri4","-2.88279779387384","0.00555067402935825",0.344204293295016
"ds115","KC","response_shi2jian1","-4.1526989658629","0.00727265426653253",0.504859672283459
"ds115","KC","response_shirt","0.999047179774981","-0.00473508731487523",-0.0843832166675365
"ds115","KC","response_shu1","-0.923934701332587","0.00343237305980157",0.0747033711740408
"ds115","KC","response_shu1fu","-1.37130453334443","0.00361190056527217",0.150866181989198
"ds115","KC","response_shuo1","-1.12278669296312","0.00437259149360695",0.0953083337124412
"ds115","KC","response_si4","0.322012952691448","-0.00306891804940205",0.00537001356091695
"ds115","KC","response_slow","1.44658261694642","0.000671648679671289",-0.218628132782984
"ds115","KC","response_small","1.29217972098727","-0.0087321331029828",-0.0586605024666396
"ds115","KC","response_soup","1.86481066698162","0.00518216671132847",-0.366446115232538
"ds115","KC","response_student","1.03111160450276","-0.00532086593365256",-0.0661069021755378
"ds115","KC","response_sui4","-1.3726089422895","0.0020585369099871",0.175703078473776
"ds115","KC","response_summer","0.885342409322115","-0.00107565141190857",-0.10661923089615
"ds115","KC","response_table","0.589811456152899","-0.00240601179718216",-0.0501099817487485
"ds115","KC","response_tang1","0.12508275527636","-0.000176682730654253",-0.0107445615496078
"ds115","KC","response_teacher","1.39557675925169","-0.00252232850319153",-0.174088656746534
"ds115","KC","response_this","0.0668715912172279","-0.00305038757704553",0.0580681296321921
"ds115","KC","response_ticket","0.755836635922829","-0.00113877168897144",-0.0831053612218529
"ds115","KC","response_time","0.0753331888296968","-0.00493856524944469",0.0510865877298451
"ds115","KC","response_to+ask","0.914599081905286","-0.00709461615449208",0.0137537176414516
"ds115","KC","response_to+buy","0.569955246233057","0.0056043258308843",-0.161456946525732
"ds115","KC","response_to+call","-0.076193606814452","-0.00358280340518144",0.0810873363774015
"ds115","KC","response_to+cook","1.1817264440201","-0.000178053547928342",-0.189658751829751
"ds115","KC","response_to+cough","-0.0307281621564338","-0.00839164173547941",0.161501395122544
"ds115","KC","response_today","1.06746019623784","-0.0112085402377988",0.0191520420226968
"ds115","KC","response_to+do","0.351389553411225","-0.00270480339481574",0.0157492245470933
"ds115","KC","response_to+eat","0.977078238666674","0.00181050771627067",-0.192843096009343
"ds115","KC","response_to+graduate","0.638813896361327","-0.00219068648941954",-0.0472043199507428
"ds115","KC","response_to+have","0.473615527015602","-0.00305937421060065",-0.0367957373591924
"ds115","KC","response_to+introduce","0.482383563614989","0.00244459912631458",-0.106421760952775
"ds115","KC","response_to+live","0.393194147530131","0.00426550109471747",-0.14419750632933
"ds115","KC","response_to+love","1.068911052692","0.00104842039054026",-0.175011771729754
"ds115","KC","response_tomorrow","0.898095761581346","-0.00126099424743036",-0.129514370999368
"ds115","KC","response_to+practice","-0.211878654216134","-0.00182167259717295",0.0882221721487367
"ds115","KC","response_to+rain","0.108369553655996","0.00476411674251626",-0.116055590947826
"ds115","KC","response_to+rest","0.0736086099491091","0.00384064178571058",-0.0804929808444734
"ds115","KC","response_to+return","0.0908932508608096","0.00312060739118659",-0.103529462873236
"ds115","KC","response_to+see","0.336742984700464","-0.00254962813035309",-0.0208173646051506
"ds115","KC","response_to+smoke","0.471843852476858","-0.00315112073389684",-0.000356369408658694
"ds115","KC","response_to+speak","-0.256476832029294","0.00138270840998443",0.00708556003653918
"ds115","KC","response_to+swim","0.749020922813966","0.00774597589431378",-0.245219414736904
"ds115","KC","response_to+walk","0.262282035830365","-0.00430827751857413",0.0670399496025866
"ds115","KC","response_to+walk+2","0.463925933394711","-0.00354064873141489",-0.0314231719795234
"ds115","KC","response_to+want","0.164736335329356","-0.00397951683747813",0.0273273521879956
"ds115","KC","response_train","0.634238347012056","-0.0107413226009095",0.0971155939836405
"ds115","KC","response_two","1.46247008082305","-0.00113107800749019",-0.198929052685648
"ds115","KC","response_upstairs","0.799152134281337","0.000633490901632202",-0.143986925327464
"ds115","KC","response_very","0.281201338270962","-0.000195964187283206",-0.0522881841778735
"ds115","KC","response_view","-0.616083394120049","-0.00121917660983045",0.104884554684471
"ds115","KC","response_wan3shang4","-2.701541276471","0.00514390940008097",0.319990324303828
"ds115","KC","response_warm","0.660013675189857","-0.010116874564224",0.10760507551483
"ds115","KC","response_weekdays","-0.679118368834536","-0.00315485074548556",0.137110932317131
"ds115","KC","response_wen4","0.411872924758088","-0.00152647331953439",-0.0323897548023672
"ds115","KC","response_wen4ti2","-2.22643735378274","0.00490262843934553",0.255249014241677
"ds115","KC","response_west","0.314578518993533","-0.00314625053099984",0.00778628272997449
"ds115","KC","response_what","0.0641373912599957","-0.00609172660414363",0.0944738982559923
"ds115","KC","response_where","0.893718077528989","3.45319858591566e-05",-0.129489465271759
"ds115","KC","response_which","0.864722097090913","0.00136181737631792",-0.156621461463776
"ds115","KC","response_wonderful","1.60710121425192","-0.000196070607583713",-0.236417317663464
"ds115","KC","response_xi1bu4","-1.82545720556746","0.00464056710007104",0.199584636224764
"ds115","KC","response_xi1yan1","-2.48840909190717","0.00457931328501813",0.298975601558852
"ds115","KC","response_xia4","-1.42859523611418","0.00301153212406284",0.166781426369368
"ds115","KC","response_xia4yu3","-2.47915864747542","0.00936301892843246",0.207325709180529
"ds115","KC","response_xian1sheng","-2.79649653734176","0.00967496422809908",0.251364434034791
"ds115","KC","response_xian4zai4","-2.90234342299452","0.00338529700452565",0.382775032520949
"ds115","KC","response_xiao3","-1.71907751597696","0.00704236042540566",0.135973307768892
"ds115","KC","response_xin1","-0.833804300260977","0.00486414504164185",0.0343590758663235
"ds115","KC","response_xin4","-0.634069256800178","0.00538998561292212",0.0068858634110447
"ds115","KC","response_xing1qi1","-2.97268789683048","0.00863830157815198",0.2999450659726
"ds115","KC","response_xiu1xi","-1.8460028775655","0.00444406668135951",0.208179050893829
"ds115","KC","response_xue2sheng","-3.15422162256751","0.00436034088367813",0.406098865902038
"ds115","KC","response_yao4","-1.27082532693574","0.00571498336309851",0.0936527506006511
"ds115","KC","response_year","0.337173592354292","0.000414999664450312",-0.0519608424903484
"ds115","KC","response_years","0.282649229268311","-0.0016461425243735",-0.0186221783779405
"ds115","KC","response_yi1","0.0989444988992732","0.00440428709138555",-0.0922395861402761
"ds115","KC","response_yi1sheng1","-1.8732906102433","0.00415661481733513",0.211356616411982
"ds115","KC","response_yi3qian2","-3.12662814954507","0.0060843703025866",0.369115698188525
"ds115","KC","response_you","2.37112211266622","-0.00283777100941369",-0.294237049593119
"ds115","KC","response_you2yong3","-2.40708635697018","0.00485616737134261",0.287233911499086
"ds115","KC","response_you3","0.311485216168542","-0.00367538037835533",0.0243371980157707
"ds115","KC","response_yu2kuai4","-2.51880924111016","0.00410291870054878",0.312262886155523
"ds115","KC","response_zai4","-2.4955163704766","0.00633297150830728",0.271683056757493
"ds115","KC","response_zhe4","-1.32036052112957","0.00727005282613398",0.0712569156521927
"ds115","KC","response_zhi3yao4","-2.73345230593629","0.00620036766380646",0.312899102091608
"ds115","KC","response_zhong1jian1","-2.83278010649289","0.00542961072833905",0.334091378915065
"ds115","KC","response_zhu4","-1.24281838937873","0.00154642363610303",0.167272445882352
"ds115","KC","response_zhuo1zi","-3.06195929504869","0.00733673726396434",0.339000085671487
"ds115","KC","response_zou3","-0.629418452250719","-0.000721841741828795",0.106819040936061
"ds115","KC","response_zou3lu4","-2.20335721292599","0.00397653528503541",0.263952296175481
"ds115","KC","response_zuo4","-1.81486179951619","0.001739265286776",0.246593981898531
"ds115","KC","response_zuo4fan4","-2.10348174484026","0.00335117351759016",0.26722867770618
"ds372","KC","already-mentioned","1.67303382838418","0.000111380256780989",-0.161556017487768
"ds372","KC","done","4.09399002652134","0.00145315386041549",-0.248881511106648
"ds372","KC","example_already-mentioned","0.523875096732202","-0.000142747113005414",0.0101748102089345
"ds372","KC","example_generic-noncount","-0.645695836659606","0.000125339605433177",0.0412266332101139
"ds372","KC","example_generic-plural","-0.0730530483340784","-0.000102414874657687",-0.151270011655141
"ds372","KC","example_generic-singular","-0.738790796505594","-0.000346011915779868",0.237474238765215
"ds372","KC","example_number-letter","0.330795146967077","-0.000309422004799455",0.0946392722487419
"ds372","KC","example_same","0.811102500367903","-0.000192405671140258",-0.0242954248345814
"ds372","KC","generic-noncount","-0.690442367911936","0.000576670312710064",-0.0556253251733113
"ds372","KC","generic-plural","0.759155691373612","0.000674259350033545",-0.230132631379466
"ds372","KC","generic-singular","-0.193925704778094","0.000489172034833162",-0.13444534922292
"ds372","KC","number-letter","0.985574822470465","0.000572828854510274",-0.294378215651427
"ds372","KC","rule_already-mentioned","1.12088960663655","0.000284695781123768",-0.102490712290438
"ds372","KC","rule_generic-noncount","-0.312401861926884","-0.000191601744689739",0.185469471541844
"ds372","KC","rule_generic-plural","0.313076740352577","-0.000268545593206736",-0.104533225128106
"ds372","KC","rule_generic-singular","-0.129448410818222","-0.000683851773896025",0.0756674147128532
"ds372","KC","rule_number-letter","1.40944252896078","0.000492464971096954",-0.017975303188983
"ds372","KC","rule_same","1.04456888844578","0.000411894080836105",-0.0211026575271902
"ds372","KC","same","2.21680794797172","0.000740363188501838",-0.241786039124806
"ds104","KC","ACCEL-AT-REST","-0.552314692118451","0.0294141586596076",-1.16157556100331
"ds104","KC","COMPO-GENERAL-CASE","0.342576485391289","-0.00575933691008607",0.607738403629268
"ds104","KC","COMPO-PARALLEL-AXIS","0.897784914844831","0.000179054257286492",-0.166065275814958
"ds104","KC","COMPO-ZERO-VECTOR","0.0827061302965326","0.000632628042143098",0.264603496164758
"ds104","KC","DEFINE-CONSTANT-CHARGE-ON-OBJ-VAR","0.587217634072192","-0.000248812208448312",0.41289069689877
"ds104","KC","DEFINE-CONSTANT-MASS","0.754759787100398","0.000222200593262149",0.227884063189871
"ds104","KC","DEFINE-DURATION","0.021712496722266","0.000257110643138642",-0.416448293760144
"ds104","KC","DRAW-ACCELERATING","-0.00772482499782593","0.000411394480921687",-0.0162461148648634
"ds104","KC","DRAW-BODY","1.44952240232206","-0.00107696389413457",1.38988529179336
"ds104","KC","DRAW-DECELERATING","-0.197672836739533","0.0105272953219843",-0.41572664911272
"ds104","KC","DRAW-DISPLACEMENT-STRAIGHT","-1.44027821664076","-0.000113725061174463",0.462612159924526
"ds104","KC","DRAW-EFIELD-VECTOR","0.172096169290799","5.22388510799963e-05",-0.210356326388994
"ds104","KC","DRAW-ELECTRIC-FORCE-GIVEN-FIELD-DIR","0.0581667905957684","5.34692659110841e-05",-0.180811694013221
"ds104","KC","DRAW-NET-FORCE-FROM-ACCEL","0.16308095497922","-0.00868506468959033",0.342976304007587
"ds104","KC","DRAW-ROTATE-AXES","1.54735394019829","-0.000834673040942072",0.957368742187473
"ds104","KC","DRAW-UNROTATED-AXES","0.126532854765474","0.000823390364926267",1.00902357677352
"ds104","KC","DRAW-VELOCITY-AT-REST","-0.188864090652049","-0.000684522051091329",-0.110384638638841
"ds104","KC","DRAW-VELOCITY-MOMENTARILY-AT-REST","-0.0528456254319063","0.00281435484294558",-0.111139877099161
"ds104","KC","DRAW-VELOCITY-STRAIGHT","0.220011454730335","-0.0117169642342807",0.462707099013221
"ds104","KC","DRAW-WEIGHT","0.497350281234501","0.000230630540459583",-0.420535557800278
"ds104","KC","WRITE-CHARGE-FORCE-EFIELD-COMPO","-0.691007140453482","0.000171717651179952",0.0876642827379243
"ds104","KC","WRITE-CHARGE-FORCE-EFIELD-MAG","1.12293016042792","5.26936646993441e-07",-0.552050582358922
"ds104","KC","WRITE-G-ON-EARTH","-0.13137163456468","0.000318946253846056",0.155593312664932
"ds104","KC","WRITE-IMPLICIT-EQN","0.738118685979067","8.54408738377873e-05",0.876109738434383
"ds104","KC","WRITE-KNOWN-VALUE-EQN","1.00965467916966","0.000141419260011425",-0.123988017481355
"ds104","KC","WRITE-LK-NO-S-COMPO","0.158585432783229","-0.00195875111660636",-0.186254429533107
"ds104","KC","WRITE-LK-NO-T-COMPO","-0.48242698947076","0.000365505689190544",0.0981259995483735
"ds104","KC","WRITE-LK-NO-VF-COMPO","-0.148060220724905","0.000612364139924114",-0.638964391730719
"ds104","KC","WRITE-NET-FORCE-COMPO","-0.141003804965208","0.00750932055651275",-0.296545748607712
"ds104","KC","WRITE-NFL-COMPO","0.494820820691623","0.000753516225418828",-0.692607498032605
"ds104","KC","WRITE-NSL-COMPO","1.54791388778143","0.000552570401969401",-0.943827908448718
"ds104","KC","WRITE-NSL-NET-COMPO","-0.241673137116855","0.0128705821588029",-0.508263882541154
"ds104","KC","WT-LAW","-0.0223639680687082","0.00119101895998382",-0.0470337637655178
"ds392","KC","circle-area","-0.807714686398579","-0.00185370464827721",0.239895949621265
"ds392","KC","Enter given area","1.84338955420006","-0.00185211397653945",-0.21579329214562
"ds392","KC","Enter given circle diameter","1.81170325783416","-0.00185257644069119",0.348134902578146
"ds392","KC","Enter given circle radius","1.62280134591064","-0.00185402948729539",0.00353736028377012
"ds392","KC","Enter given measurement","2.04726326374033","-0.00185275984565697",-0.221679876565435
"ds392","KC","Enter given parallelogram base","2.83058425523666","-0.00185118345982971",-0.214936097604752
"ds392","KC","Enter given parallelogram height","1.8723327627913","-0.00185291798503791",-0.0132131424995031
"ds392","KC","Enter given parallelogram non-base side","0.569508206260023","-0.00185324712444487",0.0997135553176541
"ds392","KC","Enter given rectangle length","1.92320768479535","-0.00185199275503455",-0.0546806418879064
"ds392","KC","Enter given rectangle width","1.42961517916863","-0.00185405717046525",0.197342361486316
"ds392","KC","Enter given square side length","1.95515929761838","-0.00185277649830914",0.00325119825758712
"ds392","KC","Enter given trapezoid height","2.40439909846358","-0.00185245956924491",-0.0501722817061969
"ds392","KC","Enter given trapezoid longer base","2.61074299551963","-0.0018509958654313",-0.179519839467809
"ds392","KC","Enter given trapezoid non-base side","3.20741941204526","-0.00185406574527387",-0.173274732607449
"ds392","KC","Enter given trapezoid shorter base","3.09847936097516","-0.00185383762646474",-0.168267241373349
"ds392","KC","Enter given triangle base","2.62437922779599","-0.00185135569438252",-0.106205238492438
"ds392","KC","Enter given triangle height","3.0477381546359","-0.00185370176803121",-0.090420470579228
"ds392","KC","Enter given triangle non-base side","1.84536290876786","-0.00184884907253296",-0.149939865132243
"ds392","KC","Find added area","-0.44836709231061","-0.00185108237084941",-0.183252831394857
"ds392","KC","Find added area.Know to use component areas","-0.916817103983902","-0.00185139513901935",-0.119228030078043
"ds392","KC","Find circle area","0.250977456540882","-0.00185351324842118",-0.02473357647903
"ds392","KC","Find circle circumference","0.103297377624891","-0.00185297928013062",0.00904080795861122
"ds392","KC","Find individual area","0.350766078433435","-0.00185204225055279",-0.220869154904266
"ds392","KC","Find individual area.Find added area.Know to pose component areas.Know to use component areas.Successfully pose component areas","-1.91864747173239","-0.00185214762337155",0.228523573832396
"ds392","KC","Find individual area.Find added area.Successfully pose component areas","-2.24043332864491","-0.00185250447453691",0.185466999914298
"ds392","KC","Find individual area.Find subtracted area.Know to pose component areas.Know to use component areas.Successfully pose component areas","-1.86162887996132","-0.00185359480436344",0.184382953930671
"ds392","KC","Find individual area.Find subtracted area.Successfully pose component areas","-1.30926029240557","-0.00185259748261918",-0.0849042561944131
"ds392","KC","Find parallelogram area","1.16805082828272","-0.0018529404418827",-0.102964981646864
"ds392","KC","Find parallelogram perimeter","0.519649130608527","-0.00185258481539151",-0.10293418971715
"ds392","KC","Find rectangle area","0.377662533965497","-0.00185292747270941",0.0393705608920453
"ds392","KC","Find rectangle perimeter","-0.16499119776988","-0.00185315927725177",0.0458973784949803
"ds392","KC","Find square area","0.412031707644799","-0.00185249110229665",-0.0592602303569867
"ds392","KC","Find square perimeter","0.782810019831292","-0.00185233296207253",-0.0962554593024414
"ds392","KC","Find subtracted area","-0.198754538324793","-0.00185074978008686",-0.157445120548416
"ds392","KC","Find subtracted area.Know to use component areas","0.354076964896828","-0.00185180198915527",-0.191721727262591
"ds392","KC","Find trapezoid area","-0.801780296007583","-0.00185372372989187",0.106599838952247
"ds392","KC","Find trapezoid perimeter","1.25113756361128","-0.00185341003800483",-0.0643105623191691
"ds392","KC","Find triangle area","-0.158883074966469","-0.00185391882049351",0.0657032215849728
"ds392","KC","Find triangle perimeter","0.123264715094906","-0.00185313608687522",0.231209275974543
"ds392","KC","para-area","0.3944749471849","-0.00185256357226919",-0.143883085628229
"ds392","KC","trapezoid-area","-0.992906349962263","-0.00185426293857881",0.418588361523335
"ds392","KC","triangle-area","-0.912859198052604","-0.0018531561341908",0.438922875102214
"ds394","KC","allSkill","0.781539255061528","-0.000408510437134981",-0.199483908784387
"ds394","KC","allSkill*a","0.48770956410676","-0.000757943607008448",-0.140594615498439
"ds394","KC","allSkill*a*study3Spring2010Tutor_default_KC-generic-singular","-0.36996158596699","0.000710883178865428",-0.121415513408081
"ds394","KC","allSkill*number-letter","0.569206551150904","-4.29874664059642e-05",0.133107052458443
"ds394","KC","allSkill*number-letter*an","0.879116367131685","-0.000319842298626689",-0.0207048909715468
"ds394","KC","allSkill*number-letter*an*study3Spring2010Tutor_default_KC-number-letter","-0.334962159540674","0.000426980972935461",0.000999685025369245
"ds394","KC","allSkill*rule_generic-noncount","0.0184742102907269","2.13712324951613e-05",0.0973103015794404
"ds394","KC","allSkill*rule_generic-singular","-0.22398011292785","0.000211317180867641",0.0155172704626004
"ds394","KC","allSkill*study3Spring2010Tutor_default_KC-generic-noncount","-0.551271775367545","0.00015881043228209",-0.0077224049978903
"ds394","KC","allSkill*study_generic-noncount","0.201460984502323","-0.000589880464411274",-0.00664493557889725
"ds394","KC","allSkill*the","0.943232997456389","-0.000498117429060176",0.0786829552034805
"ds394","KC","allSkill*the*already-mentioned","1.11501401343316","-0.000619865970884153",0.0350923201410645
"ds394","KC","allSkill*the*study3Spring2010Tutor_default_KC-already-mentioned","2.48485762184928","-0.000554063296398673",-0.110751894092541
